Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-85033000011,2025-07-31,6278,ADVENTURELAND / ALTOONA,305 34TH AVE NW,ALTOONA,50009.0,POINT (-93.50311 41.65532),POLK,1062500.0,FLAVORED RUM,35.0,BACARDI USA INC,43501,BACARDI RASPBERRY,12.0,750.0,8.99,13.49,12.0,161.88,9.0,2.37
INV-85006700067,2025-07-30,5293,THE BOONEDOCKS,"228, N HWY 71",ARNOLDS PARK,51331.0,POINT (-95.12597 43.37084),DICKINSON,1062500.0,FLAVORED RUM,35.0,BACARDI USA INC,43137,BACARDI LIMON,12.0,1000.0,9.5,14.25,24.0,342.0,24.0,6.34
INV-84994200007,2025-07-30,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010.0,POINT (-93.61907 42.0229),STORY,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11777,BLACK VELVET,12.0,1000.0,7.0,10.5,12.0,126.0,12.0,3.17
INV-84993700034,2025-07-30,2501,HY-VEE  #2 (1018) / AMES,640 LINCOLNWAY,AMES,50010.0,POINT (-93.61869 42.02028),STORY,1041200.0,FLAVORED GIN,342.0,DV SPIRITS LLC,28477,EMPRESS 1908 GIN,6.0,750.0,18.0,27.0,6.0,171.0,4.5,1.18
INV-85002000018,2025-07-30,4073,"UPTOWN LIQUOR, LLC",306 HWY 69 SOUTH,FOREST CITY,50436.0,POINT (-93.63329 43.2615),WINNEBAGO,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84993300016,2025-07-30,3524,SAM'S CLUB 6568 / AMES,305 AIRPORT RD,AMES,50010.0,POINT (-93.61423 42.00105),STORY,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43127,BACARDI SUPERIOR,12.0,1000.0,9.5,14.25,12.0,171.0,12.0,3.17
INV-84988700101,2025-07-30,2191,KEOKUK SPIRITS,1013 MAIN,KEOKUK,52632.0,POINT (-91.38774 40.40001),LEE,1081500.0,TRIPLE SEC,65.0,JIM BEAM BRANDS,86112,DEKUYPER TRIPLE SEC,12.0,1000.0,2.33,3.5,12.0,42.0,12.0,3.17
INV-84994200119,2025-07-30,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010.0,POINT (-93.61907 42.0229),STORY,1031200.0,AMERICAN FLAVORED VODKA,260.0,DIAGEO AMERICAS,77741,SMIRNOFF RASPBERRY,12.0,1000.0,9.25,13.88,3.0,41.64,3.0,0.79
INV-84994200060,2025-07-30,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010.0,POINT (-93.61907 42.0229),STORY,1031100.0,AMERICAN VODKAS,777.0,"BLUE OX SPIRITS, INC.",36874,BLUE OX VODKA,12.0,1000.0,4.76,7.14,12.0,85.68,12.0,3.17
INV-84994200118,2025-07-30,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010.0,POINT (-93.61907 42.0229),STORY,1031200.0,AMERICAN FLAVORED VODKA,260.0,DIAGEO AMERICAS,77699,SMIRNOFF ORANGE,12.0,1000.0,9.25,13.88,3.0,41.64,3.0,0.79
INV-85006700128,2025-07-30,5293,THE BOONEDOCKS,"228, N HWY 71",ARNOLDS PARK,51331.0,POINT (-95.12597 43.37084),DICKINSON,1022100.0,MIXTO TEQUILA,434.0,LUXCO INC,87997,LA PRIMA WHITE,12.0,1000.0,8.09,12.14,12.0,145.68,12.0,3.17
INV-84988700021,2025-07-30,2191,KEOKUK SPIRITS,1013 MAIN,KEOKUK,52632.0,POINT (-91.38774 40.40001),LEE,1042100.0,IMPORTED DRY GINS,260.0,DIAGEO AMERICAS,28867,TANQUERAY GIN,12.0,1000.0,15.99,23.99,12.0,287.88,12.0,3.17
INV-84979500001,2025-07-30,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,Unknown,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,18116,EVAN WILLIAMS BLACK PET,12.0,750.0,9.5,14.25,12.0,171.0,9.0,2.37
INV-85006700046,2025-07-30,5293,THE BOONEDOCKS,"228, N HWY 71",ARNOLDS PARK,51331.0,POINT (-95.12597 43.37084),DICKINSON,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36307,HAWKEYE VODKA,12.0,1000.0,4.35,6.53,12.0,78.36,12.0,3.17
INV-84979700020,2025-07-30,3899,WAL-MART 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266.0,POINT (-93.79707 41.55887),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84989500009,2025-07-30,4296,CIRCLE B MARKET,111 MAIN ST,KEOSAUQUA,52565.0,POINT (-91.95901 40.72734),VAN BUREN,1031100.0,AMERICAN VODKAS,260.0,DIAGEO AMERICAS,37996,SMIRNOFF 80PRF,12.0,750.0,8.25,12.38,3.0,37.14,2.25,0.59
INV-84993700051,2025-07-30,2501,HY-VEE  #2 (1018) / AMES,640 LINCOLNWAY,AMES,50010.0,POINT (-93.61869 42.02028),STORY,1091200.0,NEUTRAL GRAIN SPIRITS,434.0,LUXCO INC,41846,EVERCLEAR 151,12.0,750.0,9.0,13.5,12.0,162.0,9.0,2.37
INV-84981200020,2025-07-30,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021.0,POINT (-93.58628 41.73234),POLK,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84219,99 PEPPERMINT,48.0,100.0,1.0,1.5,48.0,72.0,4.8,1.26
INV-84994300005,2025-07-30,3866,TARGET STORE T-1170 / AMES,320 S DUFF,AMES,50010.0,POINT (-93.60753 42.01917),STORY,1062500.0,FLAVORED RUM,370.0,PERNOD RICARD USA,42718,MALIBU COCONUT,6.0,1750.0,16.49,24.74,6.0,148.44,10.5,2.77
INV-84996200055,2025-07-30,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012.0,POINT (-95.54709 42.74959),CHEROKEE,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,88547,HORNITOS PLATA,12.0,1000.0,15.0,22.5,1.0,22.5,1.0,0.26
INV-84995000009,2025-07-30,5187,KWIK STOP LIQUOR & GROCERIES AMES,125 6TH ST,AMES,50010.0,POINT (-93.61186 42.02712),STORY,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,36871,CIROC 80PRF,12.0,750.0,16.49,24.74,2.0,49.48,1.5,0.39
INV-84930200014,2025-07-29,10235,MAPLETON FOOD LAND / MAPLETON,405 HEISLER STREET,MAPLETON,51034.0,POINT (-95.79216 42.16712),MONONA,1062200.0,WHITE RUM,434.0,LUXCO INC,46350,HAWKEYE LIGHT RUM,6.0,1750.0,9.0,13.5,2.0,27.0,3.5,0.92
INV-84944700021,2025-07-29,5423,STAMMER LIQUOR CORP,615 2ND AVE,SHELDON,51201.0,POINT (-95.85479 43.18455),O'BRIEN,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23828,FIVE STAR,6.0,1750.0,8.39,12.59,2.0,25.18,3.5,0.92
INV-84930500042,2025-07-29,5151,BREW IDA GROVE,"500, HWY 175",IDA GROVE,51445.0,POINT (-95.46737 42.35012),IDA,1031200.0,AMERICAN FLAVORED VODKA,260.0,DIAGEO AMERICAS,77740,SMIRNOFF RASPBERRY,12.0,750.0,8.25,12.38,2.0,24.76,1.5,0.39
INV-84944800017,2025-07-29,2661,HY-VEE FOOD STORE / SHELDON,1989 PARK ST,SHELDON,51201.0,POINT (-95.83182 43.18603),O'BRIEN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84926600097,2025-07-29,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT (-93.85435 41.61697),DALLAS,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,78187,TWISTED TEA WHISKEY MINI,12.0,50.0,5.0,7.5,2.0,15.0,0.1,0.02
INV-84937400191,2025-07-29,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT (-96.42021 42.51054),WOODBURY,1022200.0,100% AGAVE TEQUILA,395.0,PROXIMO,89230,1800 ANEJO,6.0,750.0,23.0,34.5,1.0,34.5,0.75,0.19
INV-84930500010,2025-07-29,5151,BREW IDA GROVE,"500, HWY 175",IDA GROVE,51445.0,POINT (-95.46737 42.35012),IDA,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12872,RICH & RARE PEACH,12.0,750.0,5.5,8.25,2.0,16.5,1.5,0.39
INV-84928100035,2025-07-29,5173,AUDUBON FOOD LAND,104 MARKET ST,AUDUBON,50025.0,POINT (-94.93637 41.7232),AUDUBON,1081400.0,AMERICAN SCHNAPPS,434.0,LUXCO INC,82187,ARROW SPEARMINT SCHNAPPS,12.0,1000.0,5.25,7.88,4.0,31.52,4.0,1.05
INV-84956500005,2025-07-29,6120,CRESCO MART,202 2ND AVE SW,CRESCO,52136.0,POINT (-92.11878 43.3711),HOWARD,1031100.0,AMERICAN VODKAS,205.0,E & J GALLO WINERY,36968,NEW AMSTERDAM 80PRF,24.0,375.0,4.0,6.0,24.0,144.0,9.0,2.37
INV-84929500003,2025-07-29,5701,THE HUT 23,603 10TH STREET,ONAWA,51040.0,POINT (-96.09717 42.03182),MONONA,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6.0,1750.0,13.99,20.99,6.0,125.94,10.5,2.77
INV-84928700013,2025-07-29,3611,LOGAN SUPER FOODS / LOGAN,403 E 6TH,LOGAN,51546.0,POINT (-95.78624 41.64406),HARRISON,1062200.0,WHITE RUM,434.0,LUXCO INC,45278,PARAMOUNT WHITE RUM,6.0,1750.0,8.0,12.0,6.0,72.0,10.5,2.77
INV-84952900091,2025-07-29,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT (-92.47395 42.71212),BREMER,1022100.0,MIXTO TEQUILA,421.0,SAZERAC COMPANY  INC,88767,TORTILLA WHITE,12.0,1000.0,7.66,11.49,12.0,137.88,12.0,3.17
INV-84945100006,2025-07-29,6102,BREW OIL #53 / SIBLEY,1026 2ND AVE,SIBLEY,51249.0,POINT (-95.75212 43.39743),OSCEOLA,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12.0,750.0,6.0,9.0,6.0,54.0,4.5,1.18
INV-84964800012,2025-07-29,5870,KEYSTONE LIQUOR,517 2ND ST,CORALVILLE,52241.0,POINT (-91.57379 41.67179),JOHNSON,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84928800082,2025-07-29,4152,FOOD LAND SUPER MARKETS,407 W HURON,MISSOURI VALLEY,51555.0,POINT (-95.89928 41.55775),HARRISON,1081500.0,TRIPLE SEC,434.0,LUXCO INC,86507,PARAMOUNT TRIPLE SEC,12.0,1000.0,4.09,6.14,2.0,12.28,2.0,0.52
INV-84959600007,2025-07-29,4684,INDY 66 #928 / INDIANOLA,1201 N JEFFERSON,INDIANOLA,50125.0,POINT (-93.55838 41.3717),WARREN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,24.0,126.0,18.0,4.75
INV-84936400025,2025-07-29,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101.0,POINT (-96.39464 42.49563),WOODBURY,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,36.0,189.0,27.0,7.13
INV-84952900013,2025-07-29,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT (-92.47395 42.71212),BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,260.0,DIAGEO AMERICAS,16832,BLADE & BOW,6.0,750.0,25.0,37.5,1.0,37.5,0.75,0.19
INV-84952500005,2025-07-29,4902,BROADWAY LIQUOR,821 BROADWAY ST,WATERLOO,50703.0,POINT (-92.34514 42.51372),BLACK HAWK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84929400064,2025-07-29,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040.0,POINT (-96.09589 42.02584),MONONA,1022100.0,MIXTO TEQUILA,65.0,JIM BEAM BRANDS,88556,SAUZA BLANCO SILVER,12.0,750.0,10.5,15.75,1.0,15.75,0.75,0.19
INV-84904100004,2025-07-28,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583.0,POINT (-94.97402 42.42133),SAC,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11788,BLACK VELVET,6.0,1750.0,11.5,17.25,24.0,414.0,42.0,11.09
INV-84905200005,2025-07-28,5326,ALS LIQUOR,215 W. MILWAUKEE AVE,STORM LAKE,50588.0,POINT (-95.20241 42.64766),BUENA VISTA,1071000.0,COCKTAILS/RTD,395.0,PROXIMO,59154,1800 ULTIMATE MARGARITA,6.0,1750.0,10.04,15.06,2.0,30.12,3.5,0.92
INV-84904100010,2025-07-28,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583.0,POINT (-94.97402 42.42133),SAC,1012100.0,CANADIAN WHISKIES,395.0,PROXIMO,21055,PENDLETON 1910 10YR BOURBON,6.0,750.0,25.0,37.5,2.0,75.0,1.5,0.39
INV-84912100026,2025-07-28,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314.0,POINT (-91.41231 41.92012),LINN,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,88547,HORNITOS PLATA,12.0,1000.0,15.0,22.5,12.0,270.0,12.0,3.17
INV-84904200006,2025-07-28,6105,BREW OIL #42,210 W MAIN ST,SAC CITY,50583.0,POINT (-94.98637 42.42184),SAC,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11774,BLACK VELVET,24.0,375.0,3.25,4.88,24.0,117.12,9.0,2.37
INV-84894000047,2025-07-28,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,Unknown,POLK,1031100.0,AMERICAN VODKAS,322.0,USDP / UNITED STATES DISTILLED PRODUCTS CO,37665,ROW VODKA,6.0,1750.0,12.22,18.33,6.0,109.98,10.5,2.77
INV-84919300011,2025-07-28,5529,BIG 10 MART,2100 JFK RD,DUBUQUE,52001.0,POINT (-90.71988 42.5084),DUBUQUE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,24454,KESSLER BLEND WHISKEY,24.0,375.0,3.15,4.73,2.0,9.46,0.75,0.19
INV-84920400004,2025-07-28,10448,CASEY'S #4334 / EPWORTH,101 HORSFIELD INDUSTRIAL WAY,EPWORTH,52045.0,Unknown,DUBUQUE,1011200.0,STRAIGHT BOURBON WHISKIES,421.0,SAZERAC COMPANY  INC,16850,BLANTONS BOURBON,6.0,750.0,40.0,60.0,6.0,360.0,4.5,1.18
INV-84871900013,2025-07-28,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,POINT (-93.62003 41.60564),POLK,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34425,GREY GOOSE,6.0,1750.0,25.99,38.99,6.0,233.94,10.5,2.77
INV-84904100028,2025-07-28,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583.0,POINT (-94.97402 42.42133),SAC,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43127,BACARDI SUPERIOR,12.0,1000.0,9.5,14.25,3.0,42.75,3.0,0.79
INV-84886200021,2025-07-28,5138,KELLOGG COUNTRY STORE,"103, BLAIR ST",KELLOGG,50135.0,POINT (-92.9031 41.71438),JASPER,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88291,PATRON SILVER MINI,10.0,50.0,23.0,34.5,1.0,34.5,0.05,0.01
INV-84917600023,2025-07-28,3488,BENDER'S FOODS,400 S SECOND,BELLEVUE,52031.0,POINT (-90.42334 42.25544),JACKSON,1081400.0,AMERICAN SCHNAPPS,65.0,JIM BEAM BRANDS,82627,DEKUYPER CHERRY PUCKER,12.0,1000.0,7.87,11.81,3.0,35.43,3.0,0.79
INV-84890200019,2025-07-28,4638,GD XPRESS / DAVENPORT,4607 N PINE ST,DAVENPORT,52806.0,POINT (-90.60984 41.56738),SCOTT,1062400.0,SPICED RUM,259.0,HEAVEN HILL BRANDS,43026,ADMIRAL NELSON SPICED,12.0,750.0,7.0,10.5,12.0,126.0,9.0,2.37
INV-84920500001,2025-07-28,10448,CASEY'S #4334 / EPWORTH,101 HORSFIELD INDUSTRIAL WAY,EPWORTH,52045.0,Unknown,DUBUQUE,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12.0,750.0,17.49,26.24,12.0,314.88,9.0,2.37
INV-84868500003,2025-07-27,5051,OASIS,630 SW  9TH ST,DES MOINES,50309.0,POINT (-93.62528 41.57571),POLK,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12.0,750.0,17.49,26.24,1.0,26.24,0.75,0.19
INV-84869100003,2025-07-27,5623,EASYGO,2723 GRAND AVE,DES MOINES,50312.0,POINT (-93.65409 41.58463),POLK,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12860,RICH & RARE RESERVE,12.0,750.0,6.5,9.75,3.0,29.25,2.25,0.59
INV-84870500040,2025-07-27,2591,HY-VEE WINE AND SPIRITS / ATLANTIC,1602 E 7TH ST,ATLANTIC,50022.0,POINT (-94.99042 41.40387),CASS,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43831,BACARDI SUPERIOR,24.0,200.0,3.0,4.5,4.0,18.0,0.8,0.21
INV-84856000008,2025-07-25,10167,HY-VEE / ELDRIDGE,425 EAST LE CLAIRE ROAD,ELDRIDGE,52748.0,POINT (-90.5773 41.65427),SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15627,JAMESON,12.0,1000.0,20.98,31.47,12.0,377.64,12.0,3.17
INV-84817300001,2025-07-25,5098,BEST FOOD MART 3  LLC,1621 UNIVERSITY AVE,DES MOINES,50311.0,POINT (-93.63986 41.60042),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84860200001,2025-07-25,10155,CASEY'S #4324 / PALO,1204 1ST STREET,PALO,52324.0,POINT (-91.79577 42.07018),LINN,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11788,BLACK VELVET,6.0,1750.0,11.5,17.25,6.0,103.5,10.5,2.77
INV-84822600050,2025-07-25,2649,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001.0,POINT (-90.66657 42.49736),DUBUQUE,1041100.0,AMERICAN DRY GINS,205.0,E & J GALLO WINERY,31475,NEW AMSTERDAM GIN,12.0,750.0,9.0,13.5,2.0,27.0,1.5,0.39
INV-84858900026,2025-07-25,3886,WAL-MART 0646 / ANAMOSA,101  115 ST,ANAMOSA,52205.0,POINT (-91.26503 42.10156),JONES,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43128,BACARDI SUPERIOR,6.0,1750.0,14.99,22.49,6.0,134.94,10.5,2.77
INV-84860300009,2025-07-25,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332.0,POINT (-91.86889 42.09427),BENTON,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15627,JAMESON,12.0,1000.0,20.98,31.47,1.0,31.47,1.0,0.26
INV-84822600054,2025-07-25,2649,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001.0,POINT (-90.66657 42.49736),DUBUQUE,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34433,GREY GOOSE,12.0,750.0,14.99,22.49,4.0,89.96,3.0,0.79
INV-84814200006,2025-07-25,4378,KUM & GO #1202 / WAUKEE,650 W HICKMAN RD,WAUKEE,50263.0,POINT (-93.8863 41.61472),DALLAS,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34433,GREY GOOSE,12.0,750.0,14.99,22.49,1.0,22.49,0.75,0.19
INV-84801100037,2025-07-24,3644,WAL-MART 2764 / ALTOONA,3501 8TH ST SW,ALTOONA,50009.0,POINT (-93.50492 41.6464),POLK,1062500.0,FLAVORED RUM,370.0,PERNOD RICARD USA,42718,MALIBU COCONUT,6.0,1750.0,16.49,24.74,6.0,148.44,10.5,2.77
INV-84777600030,2025-07-24,3973,MMDG SPIRITS / AMES,126A WELCH AVE,AMES,50014.0,POINT (-93.65013 42.02179),STORY,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,87409,JOSE CUERVO ESPECIAL SILVER,12.0,1000.0,15.0,22.5,1.0,22.5,1.0,0.26
INV-84796400004,2025-07-24,2707,HY-VEE FAST AND FRESH - URBANDALE,9915 DOUGLAS AVE,URBANDALE,50322.0,POINT (-93.75563 41.62997),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24.0,375.0,2.0,3.0,24.0,72.0,9.0,2.37
INV-84796800010,2025-07-24,4301,SAHOTA FOOD MART,1805 SE 14TH ST,DES MOINES,50320.0,POINT (-93.59657 41.57222),POLK,1051100.0,AMERICAN BRANDIES,205.0,E & J GALLO WINERY,52593,E & J VS,24.0,200.0,2.14,3.21,24.0,77.04,4.8,1.26
INV-84807400018,2025-07-24,10605,CORNER BAR / BELMOND,207 E MAIN ST,BELMOND,50421.0,POINT (-93.61523 42.8459),WRIGHT,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,88547,HORNITOS PLATA,12.0,1000.0,15.0,22.5,4.0,90.0,4.0,1.05
INV-84775900003,2025-07-23,3712,MONTE SPIRITS,109 N 4TH ST,MONTEZUMA,50171.0,POINT (-92.52364 41.58593),POWESHIEK,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,10778,CROWN ROYAL PEACH,6.0,1750.0,33.99,50.99,2.0,101.98,3.5,0.92
INV-84750700005,2025-07-23,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT (-93.61378 41.60575),POLK,1032100.0,IMPORTED VODKAS,305.0,MHW LTD,34244,CHOPIN VODKA,6.0,750.0,14.84,22.26,6.0,133.56,4.5,1.18
INV-84773200041,2025-07-23,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010.0,POINT (-93.61907 42.0229),STORY,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34029,ABSOLUT CITRON,12.0,1000.0,14.99,22.49,12.0,233.88,12.0,3.17
INV-84756800003,2025-07-23,3045,BRITT FOOD CENTER,8 2ND ST NW,BRITT,50423.0,POINT (-93.80256 43.09867),HANCOCK,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12408,CANADIAN LTD WHISKY,6.0,1750.0,10.0,15.0,6.0,90.0,10.5,2.77
INV-84772100029,2025-07-23,3524,SAM'S CLUB 6568 / AMES,305 AIRPORT RD,AMES,50010.0,POINT (-93.61423 42.00105),STORY,1012200.0,SCOTCH WHISKIES,421.0,SAZERAC COMPANY  INC,8828,LAUDERS,6.0,1750.0,11.5,17.25,6.0,103.5,10.5,2.77
INV-84767000010,2025-07-23,3742,WAL-MART 1625 / LEMARS,1111 HOLTON DR,LE MARS,51031.0,POINT (-96.18694 42.78164),PLYMOUTH,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84767600021,2025-07-23,3626,WAL-MART 2714 / SPENCER,500  11TH ST,SPENCER,51301.0,POINT (-95.15207 43.14863),CLAY,1031100.0,AMERICAN VODKAS,260.0,DIAGEO AMERICAS,38008,SMIRNOFF 80PRF PET,6.0,1750.0,14.75,22.13,12.0,265.56,21.0,5.54
INV-84742100001,2025-07-23,4405,KUM & GO #92 / ANKENY,1025 E 1ST ST,ANKENY,50021.0,POINT (-93.58138 41.73135),POLK,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1.0,50.0,54.0,81.0,2.0,157.2,0.1,0.02
INV-84739800100,2025-07-23,2191,KEOKUK SPIRITS,1013 MAIN,KEOKUK,52632.0,POINT (-91.38774 40.40001),LEE,1022200.0,100% AGAVE TEQUILA,240.0,WILLIAM GRANT & SONS INC,88116,MILAGRO SILVER,6.0,750.0,17.0,25.5,6.0,153.0,4.5,1.18
INV-84749500010,2025-07-23,5072,PEP STOP,"901, E WASHINGTON ST",MOUNT PLEASANT,52641.0,POINT (-91.54128 40.96426),HENRY,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84172,99 BANANAS MINI,1.0,50.0,54.0,81.0,1.0,78.6,0.05,0.01
INV-84737200018,2025-07-23,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,Unknown,POLK,1011400.0,TENNESSEE WHISKIES,368.0,PARK STREET IMPORTS,26966,UNCLE NEAREST 1856 AGED WHISKEY,6.0,750.0,29.33,44.0,12.0,528.0,9.0,2.37
INV-84739400006,2025-07-23,3811,WAL-MART 1431 / KEOKUK,300 NORTH PARK DR,KEOKUK,52632.0,POINT (-91.41042 40.41831),LEE,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,18.0,202.5,31.5,8.32
INV-84719000012,2025-07-22,6035,BOOTLEGGING BARZINIS,412 FIRST AVE,CORALVILLE,52241.0,POINT (-91.56614 41.67289),JOHNSON,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34359,GREY GOOSE,12.0,200.0,4.5,6.75,12.0,81.0,2.4,0.63
INV-84691200027,2025-07-22,5089,MOS MINI MART,"614, E ERIE ST",MISSOURI VALLEY,51555.0,POINT (-95.88678 41.5564),HARRISON,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88296,PATRON SILVER,12.0,750.0,24.99,37.49,1.0,37.49,0.75,0.19
INV-84708600018,2025-07-22,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT (-92.47395 42.71212),BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,434.0,LUXCO INC,21215,REBEL KSBW 100PRF,6.0,750.0,11.0,16.5,1.0,16.5,0.75,0.19
INV-84708600055,2025-07-22,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT (-92.47395 42.71212),BREMER,1062500.0,FLAVORED RUM,35.0,BACARDI USA INC,43138,BACARDI LIMON,6.0,1750.0,14.99,22.49,6.0,134.94,10.5,2.77
